"hhsize","nInfContacts","nContacts","sim"
7,24,54,711
8,29,63,711
12,1,11,711
2,11,32,712
3,25,82,712
4,28,144,712
5,64,180,712
6,40,100,712
7,18,54,712
8,29,63,712
12,1,11,712
2,8,32,713
3,32,82,713
4,52,144,713
5,52,180,713
6,34,100,713
7,29,54,713
8,28,63,713
12,3,11,713
2,8,32,714
3,31,82,714
4,34,144,714
5,58,180,714
6,33,100,714
7,21,54,714
8,19,63,714
12,3,11,714
2,12,32,715
3,34,82,715
4,45,144,715
5,73,180,715
6,38,100,715
7,26,54,715
8,29,63,715
12,4,11,715
2,11,32,716
3,27,82,716
4,35,144,716
5,71,180,716
6,33,100,716
7,23,54,716
8,21,63,716
12,2,11,716
2,13,32,717
3,32,82,717
4,47,144,717
5,62,180,717
6,40,100,717
7,25,54,717
8,20,63,717
12,2,11,717
2,8,32,718
3,25,82,718
4,44,144,718
5,55,180,718
6,35,100,718
7,25,54,718
8,28,63,718
12,2,11,718
2,14,32,719
3,22,82,719
4,33,144,719
5,62,180,719
6,38,100,719
7,18,54,719
8,19,63,719
12,1,11,719
2,12,32,720
3,28,82,720
4,45,144,720
5,60,180,720
6,38,100,720
7,28,54,720
8,30,63,720
12,2,11,720
2,8,32,721
3,23,82,721
4,30,144,721
5,64,180,721
6,32,100,721
7,20,54,721
8,28,63,721
12,0,11,721
2,10,32,722
3,26,82,722
4,49,144,722
5,52,180,722
6,46,100,722
7,19,54,722
8,27,63,722
12,2,11,722
2,12,32,723
3,30,82,723
4,42,144,723
5,51,180,723
6,45,100,723
7,22,54,723
8,24,63,723
12,2,11,723
2,8,32,724
3,24,82,724
4,42,144,724
5,47,180,724
6,28,100,724
7,27,54,724
8,18,63,724
12,0,11,724
2,12,32,725
3,21,82,725
4,48,144,725
5,65,180,725
6,41,100,725
7,17,54,725
8,27,63,725
12,1,11,725
2,10,32,726
3,30,82,726
4,47,144,726
5,67,180,726
6,39,100,726
7,21,54,726
8,31,63,726
12,2,11,726
2,9,32,727
3,31,82,727
4,43,144,727
5,61,180,727
6,37,100,727
7,16,54,727
8,32,63,727
12,0,11,727
2,13,32,728
3,28,82,728
4,38,144,728
5,62,180,728
6,45,100,728
7,28,54,728
8,26,63,728
12,1,11,728
2,10,32,729
3,19,82,729
4,36,144,729
5,57,180,729
6,22,100,729
7,28,54,729
8,19,63,729
12,2,11,729
2,12,32,730
3,26,82,730
4,48,144,730
5,58,180,730
6,38,100,730
7,25,54,730
8,24,63,730
12,2,11,730
2,13,32,731
3,27,82,731
4,48,144,731
5,54,180,731
6,43,100,731
7,18,54,731
8,29,63,731
12,4,11,731
2,7,32,732
3,20,82,732
4,48,144,732
5,60,180,732
6,30,100,732
7,18,54,732
8,26,63,732
12,5,11,732
2,11,32,733
3,19,82,733
4,32,144,733
5,73,180,733
6,49,100,733
7,20,54,733
8,24,63,733
12,0,11,733
2,14,32,734
3,33,82,734
4,39,144,734
5,71,180,734
6,41,100,734
7,23,54,734
8,35,63,734
12,1,11,734
2,10,32,735
3,23,82,735
4,47,144,735
5,49,180,735
6,34,100,735
7,19,54,735
8,21,63,735
12,5,11,735
2,13,32,736
3,23,82,736
4,27,144,736
5,67,180,736
6,33,100,736
7,26,54,736
8,30,63,736
12,2,11,736
2,10,32,737
3,28,82,737
4,32,144,737
5,64,180,737
6,34,100,737
7,20,54,737
8,17,63,737
12,5,11,737
2,12,32,738
3,24,82,738
4,32,144,738
5,64,180,738
6,35,100,738
7,25,54,738
8,31,63,738
12,5,11,738
2,8,32,739
3,26,82,739
4,40,144,739
5,52,180,739
6,30,100,739
7,27,54,739
8,24,63,739
12,2,11,739
2,15,32,740
3,29,82,740
4,44,144,740
5,61,180,740
6,39,100,740
7,23,54,740
8,28,63,740
12,3,11,740
2,9,32,741
3,27,82,741
4,48,144,741
5,64,180,741
6,43,100,741
7,26,54,741
8,22,63,741
12,1,11,741
2,8,32,742
3,25,82,742
4,46,144,742
5,57,180,742
6,34,100,742
7,23,54,742
8,20,63,742
12,0,11,742
2,12,32,743
3,33,82,743
4,45,144,743
5,50,180,743
6,32,100,743
7,20,54,743
8,22,63,743
12,1,11,743
2,13,32,744
3,25,82,744
4,35,144,744
5,58,180,744
6,32,100,744
7,23,54,744
8,32,63,744
12,1,11,744
2,9,32,745
3,25,82,745
4,31,144,745
5,51,180,745
6,32,100,745
7,21,54,745
8,28,63,745
12,1,11,745
2,9,32,746
3,30,82,746
4,37,144,746
5,62,180,746
6,38,100,746
7,20,54,746
8,33,63,746
12,1,11,746
2,10,32,747
3,28,82,747
4,51,144,747
5,77,180,747
6,37,100,747
7,21,54,747
8,31,63,747
12,5,11,747
2,11,32,748
3,23,82,748
4,39,144,748
5,76,180,748
6,47,100,748
7,22,54,748
8,32,63,748
12,5,11,748
2,9,32,749
3,23,82,749
4,38,144,749
5,64,180,749
6,28,100,749
7,27,54,749
8,19,63,749
12,2,11,749
2,14,32,750
3,29,82,750
4,42,144,750
5,52,180,750
6,43,100,750
7,24,54,750
8,33,63,750
12,3,11,750
2,13,32,751
3,33,82,751
4,42,144,751
5,61,180,751
6,40,100,751
7,27,54,751
8,16,63,751
12,3,11,751
2,13,32,752
3,26,82,752
4,42,144,752
5,56,180,752
6,39,100,752
7,27,54,752
8,17,63,752
12,2,11,752
2,12,32,753
3,19,82,753
4,44,144,753
5,60,180,753
6,18,100,753
7,25,54,753
8,24,63,753
12,1,11,753
2,11,32,754
3,19,82,754
4,40,144,754
5,57,180,754
6,36,100,754
7,24,54,754
8,22,63,754
12,2,11,754
2,7,32,755
3,27,82,755
4,38,144,755
5,61,180,755
6,46,100,755
7,25,54,755
8,30,63,755
12,2,11,755
2,13,32,756
3,27,82,756
4,57,144,756
5,60,180,756
6,30,100,756
7,19,54,756
8,30,63,756
12,5,11,756
2,9,32,757
3,26,82,757
4,37,144,757
5,58,180,757
6,30,100,757
7,20,54,757
8,27,63,757
12,3,11,757
2,11,32,758
3,30,82,758
4,38,144,758
5,60,180,758
6,30,100,758
7,31,54,758
8,30,63,758
12,4,11,758
2,16,32,759
3,28,82,759
4,47,144,759
5,69,180,759
6,37,100,759
7,27,54,759
8,26,63,759
12,2,11,759
2,12,32,760
3,32,82,760
4,43,144,760
5,67,180,760
6,45,100,760
7,21,54,760
8,24,63,760
12,3,11,760
2,9,32,761
3,29,82,761
4,41,144,761
5,63,180,761
6,37,100,761
7,23,54,761
8,33,63,761
12,0,11,761
2,12,32,762
3,24,82,762
4,37,144,762
5,53,180,762
6,34,100,762
7,27,54,762
8,27,63,762
12,3,11,762
2,10,32,763
3,36,82,763
4,43,144,763
5,51,180,763
6,30,100,763
7,25,54,763
8,29,63,763
12,5,11,763
2,8,32,764
3,33,82,764
4,31,144,764
5,59,180,764
6,45,100,764
7,22,54,764
8,22,63,764
12,2,11,764
2,8,32,765
3,24,82,765
4,36,144,765
5,58,180,765
6,29,100,765
7,27,54,765
8,35,63,765
12,1,11,765
2,10,32,766
3,32,82,766
4,35,144,766
5,56,180,766
6,45,100,766
7,27,54,766
8,26,63,766
12,2,11,766
2,13,32,767
3,30,82,767
4,50,144,767
5,56,180,767
6,46,100,767
7,22,54,767
8,31,63,767
12,2,11,767
2,10,32,768
3,30,82,768
4,41,144,768
5,77,180,768
6,32,100,768
7,26,54,768
8,27,63,768
12,3,11,768
2,16,32,769
3,34,82,769
4,40,144,769
5,67,180,769
6,36,100,769
7,29,54,769
8,26,63,769
12,2,11,769
2,6,32,770
3,21,82,770
4,44,144,770
5,54,180,770
6,33,100,770
7,25,54,770
8,31,63,770
12,2,11,770
2,12,32,771
3,37,82,771
4,43,144,771
5,61,180,771
6,35,100,771
7,24,54,771
8,26,63,771
12,6,11,771
2,8,32,772
3,22,82,772
4,25,144,772
5,55,180,772
6,37,100,772
7,21,54,772
8,32,63,772
12,3,11,772
2,11,32,773
3,32,82,773
4,44,144,773
5,63,180,773
6,40,100,773
7,15,54,773
8,21,63,773
12,3,11,773
2,8,32,774
3,22,82,774
4,39,144,774
5,56,180,774
6,33,100,774
7,21,54,774
8,26,63,774
12,1,11,774
2,12,32,775
3,37,82,775
4,43,144,775
5,67,180,775
6,37,100,775
7,20,54,775
8,28,63,775
12,4,11,775
2,14,32,776
3,33,82,776
4,43,144,776
5,52,180,776
6,36,100,776
7,24,54,776
8,25,63,776
12,0,11,776
2,9,32,777
3,28,82,777
4,40,144,777
5,58,180,777
6,44,100,777
7,16,54,777
8,30,63,777
12,1,11,777
2,12,32,778
3,19,82,778
4,36,144,778
5,70,180,778
6,35,100,778
7,14,54,778
8,22,63,778
12,1,11,778
2,16,32,779
3,29,82,779
4,50,144,779
5,61,180,779
6,47,100,779
7,27,54,779
8,31,63,779
12,2,11,779
2,12,32,780
3,30,82,780
4,35,144,780
5,58,180,780
6,32,100,780
7,23,54,780
8,28,63,780
12,2,11,780
2,8,32,781
3,29,82,781
4,49,144,781
5,53,180,781
6,42,100,781
7,22,54,781
8,21,63,781
12,0,11,781
2,14,32,782
3,30,82,782
4,50,144,782
5,62,180,782
6,44,100,782
7,22,54,782
8,20,63,782
12,3,11,782
2,12,32,783
3,29,82,783
4,35,144,783
5,71,180,783
6,31,100,783
7,19,54,783
8,22,63,783
12,2,11,783
2,9,32,784
3,33,82,784
4,34,144,784
5,62,180,784
6,41,100,784
7,26,54,784
8,33,63,784
12,5,11,784
2,18,32,785
3,17,82,785
4,32,144,785
5,54,180,785
6,23,100,785
7,22,54,785
8,27,63,785
12,3,11,785
2,12,32,786
3,30,82,786
4,33,144,786
5,77,180,786
6,41,100,786
7,24,54,786
8,28,63,786
12,3,11,786
2,11,32,787
3,25,82,787
4,46,144,787
5,68,180,787
6,33,100,787
7,21,54,787
8,32,63,787
12,3,11,787
2,13,32,788
3,26,82,788
4,39,144,788
5,54,180,788
6,42,100,788
7,28,54,788
8,33,63,788
12,4,11,788
2,14,32,789
3,25,82,789
4,39,144,789
5,66,180,789
6,32,100,789
7,21,54,789
8,23,63,789
12,1,11,789
2,11,32,790
3,32,82,790
4,43,144,790
5,56,180,790
6,24,100,790
7,19,54,790
8,21,63,790
12,2,11,790
2,10,32,791
3,23,82,791
4,45,144,791
5,57,180,791
6,41,100,791
7,19,54,791
8,23,63,791
12,1,11,791
2,8,32,792
3,21,82,792
4,33,144,792
5,53,180,792
6,30,100,792
7,25,54,792
8,32,63,792
12,5,11,792
2,11,32,793
3,30,82,793
4,43,144,793
5,58,180,793
6,35,100,793
7,23,54,793
8,30,63,793
12,3,11,793
2,12,32,794
3,29,82,794
4,37,144,794
5,57,180,794
6,38,100,794
7,21,54,794
8,26,63,794
12,1,11,794
2,13,32,795
3,27,82,795
4,37,144,795
5,64,180,795
6,33,100,795
7,23,54,795
8,24,63,795
12,2,11,795
2,11,32,796
3,22,82,796
4,40,144,796
5,63,180,796
6,37,100,796
7,19,54,796
8,21,63,796
12,3,11,796
2,10,32,797
3,35,82,797
4,40,144,797
5,56,180,797
6,23,100,797
7,24,54,797
8,27,63,797
12,2,11,797
2,12,32,798
3,24,82,798
4,41,144,798
5,59,180,798
6,37,100,798
7,23,54,798
8,24,63,798
12,3,11,798
2,12,32,799
3,27,82,799
4,39,144,799
5,47,180,799
6,27,100,799
7,25,54,799
8,18,63,799
12,3,11,799
2,11,32,800
3,29,82,800
4,43,144,800
5,61,180,800
6,34,100,800
7,22,54,800
8,29,63,800
12,0,11,800
2,6,32,801
3,33,82,801
4,43,144,801
5,65,180,801
6,37,100,801
7,27,54,801
8,29,63,801
12,4,11,801
2,14,32,802
3,28,82,802
4,46,144,802
5,76,180,802
6,43,100,802
7,24,54,802
8,31,63,802
12,0,11,802
2,12,32,803
3,26,82,803
4,44,144,803
5,64,180,803
6,39,100,803
7,25,54,803
8,31,63,803
12,2,11,803
2,9,32,804
3,40,82,804
4,44,144,804
5,69,180,804
6,33,100,804
7,23,54,804
8,18,63,804
12,0,11,804
2,16,32,805
3,32,82,805
4,38,144,805
5,62,180,805
6,37,100,805
7,16,54,805
8,27,63,805
12,2,11,805
2,8,32,806
3,28,82,806
4,45,144,806
5,45,180,806
6,47,100,806
7,24,54,806
8,29,63,806
12,1,11,806
2,5,32,807
3,18,82,807
4,31,144,807
5,61,180,807
6,45,100,807
7,22,54,807
8,33,63,807
12,3,11,807
2,10,32,808
3,28,82,808
4,36,144,808
5,63,180,808
6,47,100,808
7,22,54,808
8,30,63,808
12,4,11,808
2,11,32,809
3,37,82,809
4,40,144,809
5,69,180,809
6,32,100,809
7,27,54,809
8,24,63,809
12,4,11,809
2,12,32,810
3,26,82,810
4,38,144,810
5,55,180,810
6,32,100,810
7,23,54,810
8,26,63,810
12,5,11,810
2,8,32,811
3,28,82,811
4,35,144,811
5,66,180,811
6,38,100,811
7,23,54,811
8,30,63,811
12,0,11,811
2,10,32,812
3,27,82,812
4,34,144,812
5,58,180,812
6,26,100,812
7,18,54,812
8,26,63,812
12,6,11,812
2,13,32,813
3,32,82,813
4,49,144,813
5,61,180,813
6,31,100,813
7,20,54,813
8,23,63,813
12,2,11,813
2,16,32,814
3,31,82,814
4,43,144,814
5,67,180,814
6,40,100,814
7,31,54,814
8,28,63,814
12,1,11,814
2,12,32,815
3,18,82,815
4,33,144,815
5,54,180,815
6,43,100,815
7,26,54,815
8,23,63,815
12,3,11,815
2,13,32,816
3,28,82,816
4,33,144,816
5,65,180,816
6,35,100,816
7,25,54,816
8,29,63,816
12,1,11,816
2,12,32,817
3,29,82,817
4,29,144,817
5,58,180,817
6,30,100,817
7,25,54,817
8,14,63,817
12,1,11,817
2,9,32,818
3,20,82,818
4,40,144,818
5,74,180,818
6,37,100,818
7,24,54,818
8,22,63,818
12,4,11,818
2,10,32,819
3,25,82,819
4,49,144,819
5,68,180,819
6,35,100,819
7,25,54,819
8,30,63,819
12,4,11,819
2,10,32,820
3,28,82,820
4,54,144,820
5,61,180,820
6,40,100,820
7,24,54,820
8,31,63,820
12,1,11,820
2,12,32,821
3,32,82,821
4,45,144,821
5,72,180,821
6,42,100,821
7,25,54,821
8,31,63,821
12,3,11,821
2,7,32,822
3,27,82,822
4,39,144,822
5,68,180,822
6,26,100,822
7,28,54,822
8,21,63,822
12,3,11,822
2,15,32,823
3,28,82,823
4,41,144,823
5,67,180,823
6,38,100,823
7,20,54,823
8,20,63,823
12,1,11,823
2,12,32,824
3,33,82,824
4,38,144,824
5,64,180,824
6,42,100,824
7,23,54,824
8,21,63,824
12,4,11,824
2,11,32,825
3,34,82,825
4,32,144,825
5,46,180,825
6,32,100,825
7,30,54,825
8,31,63,825
12,1,11,825
2,13,32,826
3,23,82,826
4,43,144,826
5,52,180,826
6,33,100,826
7,30,54,826
8,25,63,826
12,4,11,826
2,10,32,827
3,28,82,827
4,39,144,827
5,69,180,827
6,37,100,827
7,20,54,827
8,22,63,827
12,5,11,827
2,11,32,828
3,30,82,828
4,41,144,828
5,56,180,828
6,27,100,828
7,19,54,828
8,28,63,828
12,2,11,828
2,11,32,829
3,25,82,829
4,40,144,829
5,59,180,829
6,41,100,829
7,14,54,829
8,23,63,829
12,2,11,829
2,9,32,830
3,27,82,830
4,41,144,830
5,66,180,830
6,26,100,830
7,23,54,830
8,26,63,830
12,2,11,830
2,11,32,831
3,26,82,831
4,42,144,831
5,53,180,831
6,41,100,831
7,22,54,831
8,24,63,831
12,1,11,831
2,13,32,832
3,28,82,832
4,37,144,832
5,55,180,832
6,42,100,832
7,23,54,832
8,26,63,832
12,3,11,832
2,11,32,833
3,21,82,833
4,51,144,833
5,72,180,833
6,49,100,833
7,23,54,833
8,25,63,833
12,4,11,833
2,10,32,834
3,30,82,834
4,40,144,834
5,60,180,834
6,26,100,834
7,20,54,834
8,14,63,834
12,0,11,834
2,12,32,835
3,29,82,835
4,39,144,835
5,57,180,835
6,36,100,835
7,18,54,835
8,21,63,835
12,1,11,835
2,2,32,836
3,27,82,836
4,41,144,836
5,62,180,836
6,50,100,836
7,27,54,836
8,20,63,836
12,1,11,836
2,12,32,837
3,31,82,837
4,38,144,837
5,54,180,837
6,38,100,837
7,24,54,837
8,21,63,837
12,2,11,837
2,12,32,838
3,34,82,838
4,39,144,838
5,68,180,838
6,28,100,838
7,15,54,838
8,28,63,838
12,0,11,838
2,14,32,839
3,31,82,839
4,38,144,839
5,66,180,839
6,25,100,839
7,19,54,839
8,29,63,839
12,1,11,839
2,11,32,840
3,31,82,840
4,35,144,840
5,49,180,840
6,47,100,840
7,24,54,840
8,28,63,840
12,1,11,840
2,8,32,841
3,25,82,841
4,43,144,841
5,43,180,841
6,38,100,841
7,24,54,841
8,20,63,841
12,2,11,841
2,10,32,842
3,28,82,842
4,42,144,842
5,58,180,842
6,29,100,842
7,26,54,842
8,21,63,842
12,5,11,842
2,11,32,843
3,23,82,843
4,40,144,843
5,59,180,843
6,32,100,843
7,13,54,843
8,27,63,843
12,2,11,843
2,11,32,844
3,30,82,844
4,41,144,844
5,58,180,844
6,48,100,844
7,28,54,844
8,16,63,844
12,3,11,844
2,10,32,845
3,21,82,845
4,37,144,845
5,52,180,845
6,35,100,845
7,25,54,845
8,22,63,845
12,7,11,845
2,9,32,846
3,28,82,846
4,49,144,846
5,63,180,846
6,32,100,846
7,21,54,846
8,19,63,846
12,0,11,846
2,12,32,847
3,23,82,847
4,39,144,847
5,66,180,847
6,40,100,847
7,25,54,847
8,23,63,847
12,0,11,847
2,7,32,848
3,31,82,848
4,35,144,848
5,52,180,848
6,44,100,848
7,26,54,848
8,28,63,848
12,5,11,848
2,13,32,849
3,26,82,849
4,38,144,849
5,59,180,849
6,37,100,849
7,23,54,849
8,24,63,849
12,1,11,849
2,14,32,850
3,31,82,850
4,49,144,850
5,52,180,850
6,34,100,850
7,20,54,850
8,28,63,850
12,2,11,850
2,13,32,851
3,32,82,851
4,45,144,851
5,73,180,851
6,46,100,851
7,22,54,851
8,32,63,851
12,5,11,851
2,13,32,852
3,24,82,852
4,54,144,852
5,65,180,852
6,36,100,852
7,24,54,852
8,36,63,852
12,3,11,852
2,10,32,853
3,28,82,853
4,45,144,853
5,53,180,853
6,34,100,853
7,26,54,853
8,22,63,853
12,2,11,853
2,7,32,854
3,24,82,854
4,32,144,854
5,58,180,854
6,38,100,854
7,25,54,854
8,28,63,854
12,2,11,854
2,13,32,855
3,27,82,855
4,45,144,855
5,64,180,855
6,35,100,855
7,17,54,855
8,28,63,855
12,6,11,855
2,6,32,856
3,25,82,856
4,34,144,856
5,56,180,856
6,44,100,856
7,26,54,856
8,30,63,856
12,1,11,856
2,11,32,857
3,31,82,857
4,47,144,857
5,75,180,857
6,39,100,857
7,25,54,857
8,27,63,857
12,5,11,857
2,16,32,858
3,26,82,858
4,43,144,858
5,69,180,858
6,35,100,858
7,32,54,858
8,25,63,858
12,1,11,858
2,13,32,859
3,23,82,859
4,44,144,859
5,57,180,859
6,30,100,859
7,21,54,859
8,22,63,859
12,3,11,859
2,15,32,860
3,31,82,860
4,41,144,860
5,62,180,860
6,28,100,860
7,27,54,860
8,26,63,860
12,1,11,860
2,7,32,861
3,28,82,861
4,38,144,861
5,57,180,861
6,38,100,861
7,20,54,861
8,19,63,861
12,3,11,861
2,16,32,862
3,32,82,862
4,44,144,862
5,73,180,862
6,34,100,862
7,21,54,862
8,22,63,862
12,2,11,862
2,9,32,863
3,23,82,863
4,39,144,863
5,64,180,863
6,40,100,863
7,20,54,863
8,28,63,863
12,3,11,863
2,14,32,864
3,30,82,864
4,44,144,864
5,58,180,864
6,48,100,864
7,19,54,864
8,29,63,864
12,0,11,864
2,8,32,865
3,27,82,865
4,41,144,865
5,61,180,865
6,36,100,865
7,22,54,865
8,30,63,865
12,0,11,865
2,11,32,866
3,32,82,866
4,46,144,866
5,51,180,866
6,38,100,866
7,18,54,866
8,25,63,866
12,2,11,866
2,7,32,867
3,31,82,867
4,44,144,867
5,54,180,867
6,31,100,867
7,20,54,867
8,29,63,867
12,0,11,867
2,11,32,868
3,32,82,868
4,41,144,868
5,65,180,868
6,40,100,868
7,23,54,868
8,26,63,868
12,0,11,868
2,11,32,869
3,34,82,869
4,35,144,869
5,63,180,869
6,40,100,869
7,21,54,869
8,24,63,869
12,3,11,869
2,11,32,870
3,30,82,870
4,33,144,870
5,53,180,870
6,38,100,870
7,20,54,870
8,14,63,870
12,2,11,870
2,9,32,871
3,29,82,871
4,42,144,871
5,71,180,871
6,37,100,871
7,19,54,871
8,33,63,871
12,3,11,871
2,6,32,872
3,23,82,872
4,49,144,872
5,67,180,872
6,28,100,872
7,24,54,872
8,29,63,872
12,3,11,872
2,13,32,873
3,25,82,873
4,48,144,873
5,70,180,873
6,47,100,873
7,30,54,873
8,26,63,873
12,1,11,873
2,12,32,874
3,28,82,874
4,37,144,874
5,76,180,874
6,46,100,874
7,14,54,874
8,33,63,874
12,4,11,874
2,10,32,875
3,35,82,875
4,40,144,875
5,59,180,875
6,35,100,875
7,22,54,875
8,28,63,875
12,4,11,875
2,15,32,876
3,22,82,876
4,43,144,876
5,59,180,876
6,40,100,876
7,23,54,876
8,27,63,876
12,4,11,876
2,12,32,877
3,31,82,877
4,42,144,877
5,60,180,877
6,45,100,877
7,28,54,877
8,31,63,877
12,6,11,877
2,10,32,878
3,28,82,878
4,41,144,878
5,61,180,878
6,27,100,878
7,24,54,878
8,26,63,878
12,0,11,878
2,12,32,879
3,23,82,879
4,40,144,879
5,72,180,879
6,38,100,879
7,21,54,879
8,26,63,879
12,3,11,879
2,15,32,880
3,28,82,880
4,36,144,880
5,51,180,880
6,42,100,880
7,28,54,880
8,22,63,880
12,2,11,880
2,14,32,881
3,28,82,881
4,34,144,881
5,59,180,881
6,42,100,881
7,21,54,881
8,31,63,881
12,4,11,881
2,10,32,882
3,22,82,882
4,35,144,882
5,57,180,882
6,36,100,882
7,31,54,882
8,32,63,882
12,2,11,882
2,10,32,883
3,34,82,883
4,42,144,883
5,57,180,883
6,32,100,883
7,23,54,883
8,32,63,883
12,4,11,883
2,12,32,884
3,32,82,884
4,35,144,884
5,59,180,884
6,52,100,884
7,17,54,884
8,24,63,884
12,2,11,884
2,15,32,885
3,26,82,885
4,39,144,885
5,50,180,885
6,27,100,885
7,25,54,885
8,33,63,885
12,3,11,885
2,9,32,886
3,27,82,886
4,37,144,886
5,60,180,886
6,32,100,886
7,24,54,886
8,27,63,886
12,2,11,886
2,7,32,887
3,32,82,887
4,35,144,887
5,62,180,887
6,28,100,887
7,24,54,887
8,31,63,887
12,2,11,887
2,9,32,888
3,22,82,888
4,39,144,888
5,53,180,888
6,31,100,888
7,23,54,888
8,28,63,888
12,2,11,888
2,10,32,889
3,30,82,889
4,41,144,889
5,69,180,889
6,34,100,889
7,18,54,889
8,32,63,889
12,5,11,889
2,8,32,890
3,25,82,890
4,32,144,890
5,45,180,890
6,34,100,890
7,23,54,890
8,24,63,890
12,5,11,890
2,12,32,891
3,30,82,891
4,32,144,891
5,66,180,891
6,36,100,891
7,20,54,891
8,30,63,891
12,2,11,891
2,9,32,892
3,28,82,892
4,36,144,892
5,78,180,892
6,39,100,892
7,27,54,892
8,19,63,892
12,1,11,892
2,13,32,893
3,31,82,893
4,42,144,893
5,57,180,893
6,36,100,893
7,20,54,893
8,28,63,893
12,1,11,893
2,11,32,894
3,25,82,894
4,42,144,894
5,57,180,894
6,33,100,894
7,23,54,894
8,35,63,894
12,4,11,894
2,16,32,895
3,25,82,895
4,39,144,895
5,53,180,895
6,32,100,895
7,31,54,895
8,28,63,895
12,3,11,895
2,10,32,896
3,26,82,896
4,47,144,896
5,72,180,896
6,43,100,896
7,23,54,896
8,31,63,896
12,1,11,896
2,13,32,897
3,26,82,897
4,40,144,897
5,70,180,897
6,34,100,897
7,26,54,897
8,27,63,897
12,1,11,897
2,13,32,898
3,28,82,898
4,43,144,898
5,68,180,898
6,36,100,898
7,28,54,898
8,24,63,898
12,0,11,898
2,10,32,899
3,26,82,899
4,42,144,899
5,50,180,899
6,35,100,899
7,24,54,899
8,23,63,899
12,4,11,899
2,11,32,900
3,21,82,900
4,30,144,900
5,66,180,900
6,38,100,900
7,24,54,900
8,22,63,900
12,0,11,900
2,13,32,901
3,26,82,901
4,39,144,901
5,62,180,901
6,39,100,901
7,19,54,901
8,38,63,901
12,1,11,901
2,12,32,902
3,30,82,902
4,39,144,902
5,63,180,902
6,34,100,902
7,28,54,902
8,25,63,902
12,2,11,902
2,14,32,903
3,28,82,903
4,33,144,903
5,68,180,903
6,30,100,903
7,23,54,903
8,11,63,903
12,2,11,903
2,9,32,904
3,25,82,904
4,43,144,904
5,52,180,904
6,35,100,904
7,14,54,904
8,29,63,904
12,3,11,904
2,12,32,905
3,25,82,905
4,51,144,905
5,60,180,905
6,38,100,905
7,25,54,905
8,27,63,905
12,4,11,905
2,14,32,906
3,28,82,906
4,46,144,906
5,63,180,906
6,38,100,906
7,21,54,906
8,30,63,906
12,0,11,906
2,7,32,907
3,30,82,907
4,30,144,907
5,56,180,907
6,38,100,907
7,22,54,907
8,24,63,907
12,5,11,907
2,8,32,908
3,26,82,908
4,23,144,908
5,47,180,908
6,36,100,908
7,18,54,908
8,28,63,908
12,2,11,908
2,10,32,909
3,26,82,909
4,36,144,909
5,63,180,909
6,36,100,909
7,28,54,909
8,22,63,909
12,4,11,909
2,7,32,910
3,25,82,910
4,45,144,910
5,71,180,910
6,40,100,910
7,18,54,910
8,35,63,910
12,5,11,910
2,13,32,911
3,24,82,911
4,42,144,911
5,67,180,911
6,37,100,911
7,27,54,911
8,18,63,911
12,2,11,911
2,10,32,912
3,27,82,912
4,31,144,912
5,69,180,912
6,47,100,912
7,23,54,912
8,27,63,912
12,2,11,912
2,12,32,913
3,25,82,913
4,39,144,913
5,62,180,913
6,42,100,913
7,25,54,913
8,37,63,913
12,2,11,913
2,13,32,914
3,32,82,914
4,33,144,914
5,52,180,914
6,31,100,914
7,16,54,914
8,21,63,914
